"","Replicate.Name","Precursor.Ion.Name","Area"
"2419","180205_Smp_L1C33DCM_C","Thiamine diphosphate",4118
"2420","180205_Smp_L1C33DCMplus10m_A","Thiamine diphosphate",NA
"2421","180205_Smp_L1C33DCMplus10m_B","Thiamine diphosphate",NA
"2422","180205_Smp_L1C33DCMplus10m_C","Thiamine diphosphate",NA
"2423","180205_Smp_L1C33DCMplus20m_A","Thiamine diphosphate",NA
"2424","180205_Smp_L1C33DCMplus20m_B","Thiamine diphosphate",NA
"2425","180205_Smp_L1C33DCMplus20m_C","Thiamine diphosphate",8628
"2426","180205_Smp_L2C1DCMless10m_A","Thiamine diphosphate",NA
"2427","180205_Smp_L2C1DCMless10m_B","Thiamine diphosphate",NA
"2428","180205_Smp_L2C1DCMless10m_C","Thiamine diphosphate",NA
"2429","180205_Smp_L2C1DCMless20m_A","Thiamine diphosphate",NA
"2430","180205_Smp_L2C1DCMless20m_B","Thiamine diphosphate",NA
"2431","180205_Smp_L2C1DCMless20m_C","Thiamine diphosphate",NA
"2432","180205_Smp_L2C2DCM_A","Thiamine diphosphate",6519
"2433","180205_Smp_L2C2DCM_B","Thiamine diphosphate",NA
"2434","180205_Smp_L2C2DCM_C","Thiamine diphosphate",NA
"2435","180205_Smp_L2C2DCMplus10m_A","Thiamine diphosphate",NA
"2436","180205_Smp_L2C2DCMplus10m_B","Thiamine diphosphate",NA
"2437","180205_Smp_L2C2DCMplus10m_C","Thiamine diphosphate",NA
"2438","180205_Smp_L2C2DCMplus20m_A","Thiamine diphosphate",NA
"2439","180205_Smp_L2C2DCMplus20m_B","Thiamine diphosphate",NA
"2440","180205_Smp_L2C2DCMplus20m_C","Thiamine diphosphate",NA
"2441","180205_Poo_Sept29QC_1","L-Threonine",222476
"2442","180205_Poo_Sept29QC_2","L-Threonine",147731
"2443","180205_Poo_Sept29QC_3","L-Threonine",213644
"2444","180205_Poo_Sept29QC_4","L-Threonine",147180
"2445","180205_Poo_TruePoo_Full1","L-Threonine",371857
"2446","180205_Poo_TruePoo_Full2","L-Threonine",250830
"2447","180205_Poo_TruePoo_Full3","L-Threonine",572002
"2448","180205_Poo_TruePoo_Half1","L-Threonine",337476
"2449","180205_Poo_TruePoo_Half2","L-Threonine",760362
"2450","180205_Poo_TruePoo_Half3","L-Threonine",496934
"2451","180205_Smp_L1C32DCMless10m_A","L-Threonine",563108
"2452","180205_Smp_L1C32DCMless10m_B","L-Threonine",377286
"2453","180205_Smp_L1C32DCMless10m_C","L-Threonine",320747
"2454","180205_Smp_L1C32DCMless20m_A","L-Threonine",438213
"2455","180205_Smp_L1C32DCMless20m_B","L-Threonine",530203
"2456","180205_Smp_L1C32DCMless20m_C","L-Threonine",923483
"2457","180205_Smp_L1C33DCM_A","L-Threonine",274293
"2458","180205_Smp_L1C33DCM_B","L-Threonine",555737
"2459","180205_Smp_L1C33DCM_C","L-Threonine",548723
"2460","180205_Smp_L1C33DCMplus10m_A","L-Threonine",824488
"2461","180205_Smp_L1C33DCMplus10m_B","L-Threonine",675895
"2462","180205_Smp_L1C33DCMplus10m_C","L-Threonine",913654
"2463","180205_Smp_L1C33DCMplus20m_A","L-Threonine",345730
"2464","180205_Smp_L1C33DCMplus20m_B","L-Threonine",253657
"2465","180205_Smp_L1C33DCMplus20m_C","L-Threonine",844200
"2466","180205_Smp_L2C1DCMless10m_A","L-Threonine",248015
"2467","180205_Smp_L2C1DCMless10m_B","L-Threonine",317432
"2468","180205_Smp_L2C1DCMless10m_C","L-Threonine",391924
"2469","180205_Smp_L2C1DCMless20m_A","L-Threonine",485242
"2470","180205_Smp_L2C1DCMless20m_B","L-Threonine",413364
"2471","180205_Smp_L2C1DCMless20m_C","L-Threonine",453121
"2472","180205_Smp_L2C2DCM_A","L-Threonine",774922
"2473","180205_Smp_L2C2DCM_B","L-Threonine",968687
"2474","180205_Smp_L2C2DCM_C","L-Threonine",691220
"2475","180205_Smp_L2C2DCMplus10m_A","L-Threonine",1289453
"2476","180205_Smp_L2C2DCMplus10m_B","L-Threonine",439335
"2477","180205_Smp_L2C2DCMplus10m_C","L-Threonine",567507
"2478","180205_Smp_L2C2DCMplus20m_A","L-Threonine",587602
"2479","180205_Smp_L2C2DCMplus20m_B","L-Threonine",300630
"2480","180205_Smp_L2C2DCMplus20m_C","L-Threonine",247602
"2481","180205_Poo_Sept29QC_1","Hydroxyproline",2053397
"2482","180205_Poo_Sept29QC_2","Hydroxyproline",737986
"2483","180205_Poo_Sept29QC_3","Hydroxyproline",627532
"2484","180205_Poo_Sept29QC_4","Hydroxyproline",819669
"2485","180205_Poo_TruePoo_Full1","Hydroxyproline",1226999
"2486","180205_Poo_TruePoo_Full2","Hydroxyproline",603514
"2487","180205_Poo_TruePoo_Full3","Hydroxyproline",377879
"2488","180205_Poo_TruePoo_Half1","Hydroxyproline",588281
"2489","180205_Poo_TruePoo_Half2","Hydroxyproline",455752
"2490","180205_Poo_TruePoo_Half3","Hydroxyproline",261689
"2491","180205_Smp_L1C32DCMless10m_A","Hydroxyproline",1182868
"2492","180205_Smp_L1C32DCMless10m_B","Hydroxyproline",500410
"2493","180205_Smp_L1C32DCMless10m_C","Hydroxyproline",431545
"2494","180205_Smp_L1C32DCMless20m_A","Hydroxyproline",740748
"2495","180205_Smp_L1C32DCMless20m_B","Hydroxyproline",757264
"2496","180205_Smp_L1C32DCMless20m_C","Hydroxyproline",445934
"2497","180205_Smp_L1C33DCM_A","Hydroxyproline",692036
"2498","180205_Smp_L1C33DCM_B","Hydroxyproline",834799
"2499","180205_Smp_L1C33DCM_C","Hydroxyproline",118237
"2500","180205_Smp_L1C33DCMplus10m_A","Hydroxyproline",1074227
"2501","180205_Smp_L1C33DCMplus10m_B","Hydroxyproline",478949
"2502","180205_Smp_L1C33DCMplus10m_C","Hydroxyproline",322709
"2503","180205_Smp_L1C33DCMplus20m_A","Hydroxyproline",798332
"2504","180205_Smp_L1C33DCMplus20m_B","Hydroxyproline",496698
"2505","180205_Smp_L1C33DCMplus20m_C","Hydroxyproline",548366
"2506","180205_Smp_L2C1DCMless10m_A","Hydroxyproline",655122
"2507","180205_Smp_L2C1DCMless10m_B","Hydroxyproline",615822
"2508","180205_Smp_L2C1DCMless10m_C","Hydroxyproline",216504
"2509","180205_Smp_L2C1DCMless20m_A","Hydroxyproline",1343391
"2510","180205_Smp_L2C1DCMless20m_B","Hydroxyproline",60909
"2511","180205_Smp_L2C1DCMless20m_C","Hydroxyproline",228473
"2512","180205_Smp_L2C2DCM_A","Hydroxyproline",531860
"2513","180205_Smp_L2C2DCM_B","Hydroxyproline",1346656
"2514","180205_Smp_L2C2DCM_C","Hydroxyproline",377275
"2515","180205_Smp_L2C2DCMplus10m_A","Hydroxyproline",1027681
"2516","180205_Smp_L2C2DCMplus10m_B","Hydroxyproline",689549
"2517","180205_Smp_L2C2DCMplus10m_C","Hydroxyproline",272375
"2518","180205_Smp_L2C2DCMplus20m_A","Hydroxyproline",1120681
"2519","180205_Smp_L2C2DCMplus20m_B","Hydroxyproline",528712
"2520","180205_Smp_L2C2DCMplus20m_C","Hydroxyproline",183696
"2521","180205_Poo_Sept29QC_1","Trigonelline",126328344
"2522","180205_Poo_Sept29QC_2","Trigonelline",111031200
"2523","180205_Poo_Sept29QC_3","Trigonelline",110196792
"2524","180205_Poo_Sept29QC_4","Trigonelline",111120384
"2525","180205_Poo_TruePoo_Full1","Trigonelline",324105696
"2526","180205_Poo_TruePoo_Full2","Trigonelline",321046528
"2527","180205_Poo_TruePoo_Full3","Trigonelline",332818784
"2528","180205_Poo_TruePoo_Half1","Trigonelline",171892704
"2529","180205_Poo_TruePoo_Half2","Trigonelline",156013488
"2530","180205_Poo_TruePoo_Half3","Trigonelline",157797776
"2531","180205_Smp_L1C32DCMless10m_A","Trigonelline",471218080
"2532","180205_Smp_L1C32DCMless10m_B","Trigonelline",460646944
"2533","180205_Smp_L1C32DCMless10m_C","Trigonelline",500944000
"2534","180205_Smp_L1C32DCMless20m_A","Trigonelline",484348640
"2535","180205_Smp_L1C32DCMless20m_B","Trigonelline",940355776
"2536","180205_Smp_L1C32DCMless20m_C","Trigonelline",777278208
"2537","180205_Smp_L1C33DCM_A","Trigonelline",444771712
"2538","180205_Smp_L1C33DCM_B","Trigonelline",740715008
"2539","180205_Smp_L1C33DCM_C","Trigonelline",367570432
"2540","180205_Smp_L1C33DCMplus10m_A","Trigonelline",481313184
"2541","180205_Smp_L1C33DCMplus10m_B","Trigonelline",496455168
"2542","180205_Smp_L1C33DCMplus10m_C","Trigonelline",559960384
"2543","180205_Smp_L1C33DCMplus20m_A","Trigonelline",471063200
"2544","180205_Smp_L1C33DCMplus20m_B","Trigonelline",323447648
"2545","180205_Smp_L1C33DCMplus20m_C","Trigonelline",361497760
"2546","180205_Smp_L2C1DCMless10m_A","Trigonelline",209611648
"2547","180205_Smp_L2C1DCMless10m_B","Trigonelline",192842576
"2548","180205_Smp_L2C1DCMless10m_C","Trigonelline",179404592
"2549","180205_Smp_L2C1DCMless20m_A","Trigonelline",177543136
"2550","180205_Smp_L2C1DCMless20m_B","Trigonelline",189316512
"2551","180205_Smp_L2C1DCMless20m_C","Trigonelline",135117856
"2552","180205_Smp_L2C2DCM_A","Trigonelline",195276032
"2553","180205_Smp_L2C2DCM_B","Trigonelline",353081632
"2554","180205_Smp_L2C2DCM_C","Trigonelline",214503744
"2555","180205_Smp_L2C2DCMplus10m_A","Trigonelline",173496288
"2556","180205_Smp_L2C2DCMplus10m_B","Trigonelline",213946576
"2557","180205_Smp_L2C2DCMplus10m_C","Trigonelline",225535568
"2558","180205_Smp_L2C2DCMplus20m_A","Trigonelline",154645536
"2559","180205_Smp_L2C2DCMplus20m_B","Trigonelline",201822544
"2560","180205_Smp_L2C2DCMplus20m_C","Trigonelline",131780440
"2561","180205_Poo_Sept29QC_1","Trimethylamine",175208
"2562","180205_Poo_Sept29QC_2","Trimethylamine",96663
"2563","180205_Poo_Sept29QC_3","Trimethylamine",20650
"2564","180205_Poo_Sept29QC_4","Trimethylamine",56820
"2565","180205_Poo_TruePoo_Full1","Trimethylamine",84460
"2566","180205_Poo_TruePoo_Full2","Trimethylamine",46679
"2567","180205_Poo_TruePoo_Full3","Trimethylamine",16424
"2568","180205_Poo_TruePoo_Half1","Trimethylamine",22591
"2569","180205_Poo_TruePoo_Half2","Trimethylamine",115541
"2570","180205_Poo_TruePoo_Half3","Trimethylamine",38623
"2571","180205_Smp_L1C32DCMless10m_A","Trimethylamine",66353
"2572","180205_Smp_L1C32DCMless10m_B","Trimethylamine",16400
"2573","180205_Smp_L1C32DCMless10m_C","Trimethylamine",66229
"2574","180205_Smp_L1C32DCMless20m_A","Trimethylamine",96817
"2575","180205_Smp_L1C32DCMless20m_B","Trimethylamine",73789
"2576","180205_Smp_L1C32DCMless20m_C","Trimethylamine",126731
"2577","180205_Smp_L1C33DCM_A","Trimethylamine",45894
"2578","180205_Smp_L1C33DCM_B","Trimethylamine",46139
"2579","180205_Smp_L1C33DCM_C","Trimethylamine",63405
"2580","180205_Smp_L1C33DCMplus10m_A","Trimethylamine",386197
"2581","180205_Smp_L1C33DCMplus10m_B","Trimethylamine",25461
"2582","180205_Smp_L1C33DCMplus10m_C","Trimethylamine",11431
"2583","180205_Smp_L1C33DCMplus20m_A","Trimethylamine",64729
"2584","180205_Smp_L1C33DCMplus20m_B","Trimethylamine",72192
"2585","180205_Smp_L1C33DCMplus20m_C","Trimethylamine",75144
"2586","180205_Smp_L2C1DCMless10m_A","Trimethylamine",17220
"2587","180205_Smp_L2C1DCMless10m_B","Trimethylamine",72425
"2588","180205_Smp_L2C1DCMless10m_C","Trimethylamine",39391
"2589","180205_Smp_L2C1DCMless20m_A","Trimethylamine",60183
"2590","180205_Smp_L2C1DCMless20m_B","Trimethylamine",62343
"2591","180205_Smp_L2C1DCMless20m_C","Trimethylamine",23790
"2592","180205_Smp_L2C2DCM_A","Trimethylamine",72574
"2593","180205_Smp_L2C2DCM_B","Trimethylamine",59889
"2594","180205_Smp_L2C2DCM_C","Trimethylamine",55547
"2595","180205_Smp_L2C2DCMplus10m_A","Trimethylamine",19754
"2596","180205_Smp_L2C2DCMplus10m_B","Trimethylamine",20303
"2597","180205_Smp_L2C2DCMplus10m_C","Trimethylamine",71069
"2598","180205_Smp_L2C2DCMplus20m_A","Trimethylamine",45953
"2599","180205_Smp_L2C2DCMplus20m_B","Trimethylamine",66533
"2600","180205_Smp_L2C2DCMplus20m_C","Trimethylamine",44793
"2601","180205_Poo_Sept29QC_1","Trimethylamine N-oxide",411725152
"2602","180205_Poo_Sept29QC_2","Trimethylamine N-oxide",391638656
"2603","180205_Poo_Sept29QC_3","Trimethylamine N-oxide",391537120
"2604","180205_Poo_Sept29QC_4","Trimethylamine N-oxide",394579680
"2605","180205_Poo_TruePoo_Full1","Trimethylamine N-oxide",1156276352
"2606","180205_Poo_TruePoo_Full2","Trimethylamine N-oxide",1143819776
"2607","180205_Poo_TruePoo_Full3","Trimethylamine N-oxide",1172098688
"2608","180205_Poo_TruePoo_Half1","Trimethylamine N-oxide",662638336
"2609","180205_Poo_TruePoo_Half2","Trimethylamine N-oxide",596221760
"2610","180205_Poo_TruePoo_Half3","Trimethylamine N-oxide",613509248
"2611","180205_Smp_L1C32DCMless10m_A","Trimethylamine N-oxide",1307273472
"2612","180205_Smp_L1C32DCMless10m_B","Trimethylamine N-oxide",1468304768
"2613","180205_Smp_L1C32DCMless10m_C","Trimethylamine N-oxide",1989260160
"2614","180205_Smp_L1C32DCMless20m_A","Trimethylamine N-oxide",1531035136
"2615","180205_Smp_L1C32DCMless20m_B","Trimethylamine N-oxide",3644061440
"2616","180205_Smp_L1C32DCMless20m_C","Trimethylamine N-oxide",2974365184
"2617","180205_Smp_L1C33DCM_A","Trimethylamine N-oxide",691074560
"2618","180205_Smp_L1C33DCM_B","Trimethylamine N-oxide",3926842880
"2619","180205_Smp_L1C33DCM_C","Trimethylamine N-oxide",1128430080
"2620","180205_Smp_L1C33DCMplus10m_A","Trimethylamine N-oxide",1757293696
"2621","180205_Smp_L1C33DCMplus10m_B","Trimethylamine N-oxide",2552308992
"2622","180205_Smp_L1C33DCMplus10m_C","Trimethylamine N-oxide",2004156544
"2623","180205_Smp_L1C33DCMplus20m_A","Trimethylamine N-oxide",2143510656
"2624","180205_Smp_L1C33DCMplus20m_B","Trimethylamine N-oxide",1303682688
"2625","180205_Smp_L1C33DCMplus20m_C","Trimethylamine N-oxide",1683769856
"2626","180205_Smp_L2C1DCMless10m_A","Trimethylamine N-oxide",402079424
"2627","180205_Smp_L2C1DCMless10m_B","Trimethylamine N-oxide",937766528
"2628","180205_Smp_L2C1DCMless10m_C","Trimethylamine N-oxide",767264000
"2629","180205_Smp_L2C1DCMless20m_A","Trimethylamine N-oxide",739967232
"2630","180205_Smp_L2C1DCMless20m_B","Trimethylamine N-oxide",1056603456
"2631","180205_Smp_L2C1DCMless20m_C","Trimethylamine N-oxide",479213440
"2632","180205_Smp_L2C2DCM_A","Trimethylamine N-oxide",1004209600
"2633","180205_Smp_L2C2DCM_B","Trimethylamine N-oxide",6729203712
"2634","180205_Smp_L2C2DCM_C","Trimethylamine N-oxide",1479330176
"2635","180205_Smp_L2C2DCMplus10m_A","Trimethylamine N-oxide",1008161024
"2636","180205_Smp_L2C2DCMplus10m_B","Trimethylamine N-oxide",1457810048
"2637","180205_Smp_L2C2DCMplus10m_C","Trimethylamine N-oxide",1451726464
"2638","180205_Smp_L2C2DCMplus20m_A","Trimethylamine N-oxide",630133888
"2639","180205_Smp_L2C2DCMplus20m_B","Trimethylamine N-oxide",1607953152
"2640","180205_Smp_L2C2DCMplus20m_C","Trimethylamine N-oxide",950186240
"2641","180205_Poo_Sept29QC_1","L-Tyrosine",7018698
"2642","180205_Poo_Sept29QC_2","L-Tyrosine",3370784
"2643","180205_Poo_Sept29QC_3","L-Tyrosine",3661888
"2644","180205_Poo_Sept29QC_4","L-Tyrosine",3414315
"2645","180205_Poo_TruePoo_Full1","L-Tyrosine",12966409
"2646","180205_Poo_TruePoo_Full2","L-Tyrosine",8004158
"2647","180205_Poo_TruePoo_Full3","L-Tyrosine",8904072
"2648","180205_Poo_TruePoo_Half1","L-Tyrosine",7111795
"2649","180205_Poo_TruePoo_Half2","L-Tyrosine",4270214
"2650","180205_Poo_TruePoo_Half3","L-Tyrosine",4309894
"2651","180205_Smp_L1C32DCMless10m_A","L-Tyrosine",15111499
"2652","180205_Smp_L1C32DCMless10m_B","L-Tyrosine",10111492
"2653","180205_Smp_L1C32DCMless10m_C","L-Tyrosine",12088018
"2654","180205_Smp_L1C32DCMless20m_A","L-Tyrosine",11252178
"2655","180205_Smp_L1C32DCMless20m_B","L-Tyrosine",18772740
"2656","180205_Smp_L1C32DCMless20m_C","L-Tyrosine",13974408
"2657","180205_Smp_L1C33DCM_A","L-Tyrosine",9652233
"2658","180205_Smp_L1C33DCM_B","L-Tyrosine",14193231
"2659","180205_Smp_L1C33DCM_C","L-Tyrosine",8957173
"2660","180205_Smp_L1C33DCMplus10m_A","L-Tyrosine",15547868
"2661","180205_Smp_L1C33DCMplus10m_B","L-Tyrosine",8907918
"2662","180205_Smp_L1C33DCMplus10m_C","L-Tyrosine",10221236
"2663","180205_Smp_L1C33DCMplus20m_A","L-Tyrosine",6165599
"2664","180205_Smp_L1C33DCMplus20m_B","L-Tyrosine",6098957
"2665","180205_Smp_L1C33DCMplus20m_C","L-Tyrosine",7649071
"2666","180205_Smp_L2C1DCMless10m_A","L-Tyrosine",8320278
"2667","180205_Smp_L2C1DCMless10m_B","L-Tyrosine",9351350
"2668","180205_Smp_L2C1DCMless10m_C","L-Tyrosine",8675879
"2669","180205_Smp_L2C1DCMless20m_A","L-Tyrosine",12005450
"2670","180205_Smp_L2C1DCMless20m_B","L-Tyrosine",8429314
"2671","180205_Smp_L2C1DCMless20m_C","L-Tyrosine",6992689
"2672","180205_Smp_L2C2DCM_A","L-Tyrosine",7438017
"2673","180205_Smp_L2C2DCM_B","L-Tyrosine",15301295
"2674","180205_Smp_L2C2DCM_C","L-Tyrosine",8026039
"2675","180205_Smp_L2C2DCMplus10m_A","L-Tyrosine",10485320
"2676","180205_Smp_L2C2DCMplus10m_B","L-Tyrosine",9109100
"2677","180205_Smp_L2C2DCMplus10m_C","L-Tyrosine",8304160
"2678","180205_Smp_L2C2DCMplus20m_A","L-Tyrosine",8441379
"2679","180205_Smp_L2C2DCMplus20m_B","L-Tyrosine",7774865
"2680","180205_Smp_L2C2DCMplus20m_C","L-Tyrosine",4788762
"2681","180205_Poo_Sept29QC_1","L-Valine",4335133184
"2682","180205_Poo_Sept29QC_2","L-Valine",4001812736
"2683","180205_Poo_Sept29QC_3","L-Valine",3986046720
"2684","180205_Poo_Sept29QC_4","L-Valine",3952331264
"2685","180205_Poo_TruePoo_Full1","L-Valine",7444988416
"2686","180205_Poo_TruePoo_Full2","L-Valine",7343544320
"2687","180205_Poo_TruePoo_Full3","L-Valine",7494508544
"2688","180205_Poo_TruePoo_Half1","L-Valine",4085029120
"2689","180205_Poo_TruePoo_Half2","L-Valine",3767384064
"2690","180205_Poo_TruePoo_Half3","L-Valine",3763018496
"2691","180205_Smp_L1C32DCMless10m_A","L-Valine",8317835776
"2692","180205_Smp_L1C32DCMless10m_B","L-Valine",7966878208
"2693","180205_Smp_L1C32DCMless10m_C","L-Valine",8945445888
"2694","180205_Smp_L1C32DCMless20m_A","L-Valine",7088639488
"2695","180205_Smp_L1C32DCMless20m_B","L-Valine",22273191936
"2696","180205_Smp_L1C32DCMless20m_C","L-Valine",12109203456
"2697","180205_Smp_L1C33DCM_A","L-Valine",7661233664
"2698","180205_Smp_L1C33DCM_B","L-Valine",11429988352
"2699","180205_Smp_L1C33DCM_C","L-Valine",6754546176
"2700","180205_Smp_L1C33DCMplus10m_A","L-Valine",8452794368
"2701","180205_Smp_L1C33DCMplus10m_B","L-Valine",9099396096
"2702","180205_Smp_L1C33DCMplus10m_C","L-Valine",9563659264
"2703","180205_Smp_L1C33DCMplus20m_A","L-Valine",9110621184
"2704","180205_Smp_L1C33DCMplus20m_B","L-Valine",7858048000
"2705","180205_Smp_L1C33DCMplus20m_C","L-Valine",8734741504
"2706","180205_Smp_L2C1DCMless10m_A","L-Valine",6148528640
"2707","180205_Smp_L2C1DCMless10m_B","L-Valine",7522819584
"2708","180205_Smp_L2C1DCMless10m_C","L-Valine",6637888000
"2709","180205_Smp_L2C1DCMless20m_A","L-Valine",6425075712
"2710","180205_Smp_L2C1DCMless20m_B","L-Valine",5867407872
"2711","180205_Smp_L2C1DCMless20m_C","L-Valine",4812112896
"2712","180205_Smp_L2C2DCM_A","L-Valine",7526594560
"2713","180205_Smp_L2C2DCM_B","L-Valine",11431857152
"2714","180205_Smp_L2C2DCM_C","L-Valine",7893650432
"2715","180205_Smp_L2C2DCMplus10m_A","L-Valine",6684130816
"2716","180205_Smp_L2C2DCMplus10m_B","L-Valine",6393119744
"2717","180205_Smp_L2C2DCMplus10m_C","L-Valine",8602084352
"2718","180205_Smp_L2C2DCMplus20m_A","L-Valine",6355746304
"2719","180205_Smp_L2C2DCMplus20m_B","L-Valine",7631055360
"2720","180205_Smp_L2C2DCMplus20m_C","L-Valine",4545020416
"2721","180205_Poo_Sept29QC_1","Dimethylsulfonioacetate",150569760
"2722","180205_Poo_Sept29QC_2","Dimethylsulfonioacetate",125585872
"2723","180205_Poo_Sept29QC_3","Dimethylsulfonioacetate",129071336
"2724","180205_Poo_Sept29QC_4","Dimethylsulfonioacetate",125153904
"2725","180205_Poo_TruePoo_Full1","Dimethylsulfonioacetate",349627520
"2726","180205_Poo_TruePoo_Full2","Dimethylsulfonioacetate",310300384
"2727","180205_Poo_TruePoo_Full3","Dimethylsulfonioacetate",314985888
"2728","180205_Poo_TruePoo_Half1","Dimethylsulfonioacetate",184401680
"2729","180205_Poo_TruePoo_Half2","Dimethylsulfonioacetate",152413216
"2730","180205_Poo_TruePoo_Half3","Dimethylsulfonioacetate",155434944
"2731","180205_Smp_L1C32DCMless10m_A","Dimethylsulfonioacetate",783399616
"2732","180205_Smp_L1C32DCMless10m_B","Dimethylsulfonioacetate",597258304
"2733","180205_Smp_L1C32DCMless10m_C","Dimethylsulfonioacetate",605406592
"2734","180205_Smp_L1C32DCMless20m_A","Dimethylsulfonioacetate",845772800
"2735","180205_Smp_L1C32DCMless20m_B","Dimethylsulfonioacetate",647232448
"2736","180205_Smp_L1C32DCMless20m_C","Dimethylsulfonioacetate",1399821952
"2737","180205_Smp_L1C33DCM_A","Dimethylsulfonioacetate",601304896
"2738","180205_Smp_L1C33DCM_B","Dimethylsulfonioacetate",617618816
"2739","180205_Smp_L1C33DCM_C","Dimethylsulfonioacetate",458706432
"2740","180205_Smp_L1C33DCMplus10m_A","Dimethylsulfonioacetate",263607168
"2741","180205_Smp_L1C33DCMplus10m_B","Dimethylsulfonioacetate",152643232
"2742","180205_Smp_L1C33DCMplus10m_C","Dimethylsulfonioacetate",368134400
"2743","180205_Smp_L1C33DCMplus20m_A","Dimethylsulfonioacetate",124539456
"2744","180205_Smp_L1C33DCMplus20m_B","Dimethylsulfonioacetate",115756528
"2745","180205_Smp_L1C33DCMplus20m_C","Dimethylsulfonioacetate",132315432
"2746","180205_Smp_L2C1DCMless10m_A","Dimethylsulfonioacetate",128008936
"2747","180205_Smp_L2C1DCMless10m_B","Dimethylsulfonioacetate",175273840
"2748","180205_Smp_L2C1DCMless10m_C","Dimethylsulfonioacetate",169445280
"2749","180205_Smp_L2C1DCMless20m_A","Dimethylsulfonioacetate",258901936
"2750","180205_Smp_L2C1DCMless20m_B","Dimethylsulfonioacetate",180230880
"2751","180205_Smp_L2C1DCMless20m_C","Dimethylsulfonioacetate",193686032
"2752","180205_Smp_L2C2DCM_A","Dimethylsulfonioacetate",90884568
"2753","180205_Smp_L2C2DCM_B","Dimethylsulfonioacetate",114676912
"2754","180205_Smp_L2C2DCM_C","Dimethylsulfonioacetate",104172680
"2755","180205_Smp_L2C2DCMplus10m_A","Dimethylsulfonioacetate",97173960
"2756","180205_Smp_L2C2DCMplus10m_B","Dimethylsulfonioacetate",56716616
"2757","180205_Smp_L2C2DCMplus10m_C","Dimethylsulfonioacetate",109016440
"2758","180205_Smp_L2C2DCMplus20m_A","Dimethylsulfonioacetate",55003488
"2759","180205_Smp_L2C2DCMplus20m_B","Dimethylsulfonioacetate",41292404
"2760","180205_Smp_L2C2DCMplus20m_C","Dimethylsulfonioacetate",25097550
"2761","180205_Poo_Sept29QC_1","Gonyol",106588424
"2762","180205_Poo_Sept29QC_2","Gonyol",71970192
"2763","180205_Poo_Sept29QC_3","Gonyol",72304064
"2764","180205_Poo_Sept29QC_4","Gonyol",74120184
"2765","180205_Poo_TruePoo_Full1","Gonyol",53409012
"2766","180205_Poo_TruePoo_Full2","Gonyol",38530732
"2767","180205_Poo_TruePoo_Full3","Gonyol",38329300
"2768","180205_Poo_TruePoo_Half1","Gonyol",57521564
"2769","180205_Poo_TruePoo_Half2","Gonyol",45400312
"2770","180205_Poo_TruePoo_Half3","Gonyol",46178660
"2771","180205_Smp_L1C32DCMless10m_A","Gonyol",79702312
"2772","180205_Smp_L1C32DCMless10m_B","Gonyol",62943972
"2773","180205_Smp_L1C32DCMless10m_C","Gonyol",74213128
"2774","180205_Smp_L1C32DCMless20m_A","Gonyol",87242880
"2775","180205_Smp_L1C32DCMless20m_B","Gonyol",62925032
"2776","180205_Smp_L1C32DCMless20m_C","Gonyol",101396824
"2777","180205_Smp_L1C33DCM_A","Gonyol",51901588
"2778","180205_Smp_L1C33DCM_B","Gonyol",60781572
"2779","180205_Smp_L1C33DCM_C","Gonyol",52821448
"2780","180205_Smp_L1C33DCMplus10m_A","Gonyol",47913600
"2781","180205_Smp_L1C33DCMplus10m_B","Gonyol",36592812
"2782","180205_Smp_L1C33DCMplus10m_C","Gonyol",42910472
"2783","180205_Smp_L1C33DCMplus20m_A","Gonyol",20364014
"2784","180205_Smp_L1C33DCMplus20m_B","Gonyol",20240738
"2785","180205_Smp_L1C33DCMplus20m_C","Gonyol",22930816
"2786","180205_Smp_L2C1DCMless10m_A","Gonyol",35692696
"2787","180205_Smp_L2C1DCMless10m_B","Gonyol",38803652
"2788","180205_Smp_L2C1DCMless10m_C","Gonyol",36175624
"2789","180205_Smp_L2C1DCMless20m_A","Gonyol",66695924
"2790","180205_Smp_L2C1DCMless20m_B","Gonyol",49128736
"2791","180205_Smp_L2C1DCMless20m_C","Gonyol",51789512
"2792","180205_Smp_L2C2DCM_A","Gonyol",27131060
"2793","180205_Smp_L2C2DCM_B","Gonyol",26081724
"2794","180205_Smp_L2C2DCM_C","Gonyol",31661782
"2795","180205_Smp_L2C2DCMplus10m_A","Gonyol",36474376
"2796","180205_Smp_L2C2DCMplus10m_B","Gonyol",28715860
"2797","180205_Smp_L2C2DCMplus10m_C","Gonyol",39405892
"2798","180205_Smp_L2C2DCMplus20m_A","Gonyol",24939910
"2799","180205_Smp_L2C2DCMplus20m_B","Gonyol",14250444
"2800","180205_Smp_L2C2DCMplus20m_C","Gonyol",21878186
"2801","180205_Poo_Sept29QC_1","Turicine",102803672
"2802","180205_Poo_Sept29QC_2","Turicine",90865384
"2803","180205_Poo_Sept29QC_3","Turicine",93250608
"2804","180205_Poo_Sept29QC_4","Turicine",88531408
"2805","180205_Poo_TruePoo_Full1","Turicine",119870136
"2806","180205_Poo_TruePoo_Full2","Turicine",114660432
"2807","180205_Poo_TruePoo_Full3","Turicine",117950664
"2808","180205_Poo_TruePoo_Half1","Turicine",63603464
"2809","180205_Poo_TruePoo_Half2","Turicine",55941864
"2810","180205_Poo_TruePoo_Half3","Turicine",57764912
