"","Replicate.Name","Precursor.Ion.Name","Area","Background","Signal.to.Noise"
"2436","180205_Smp_L2C2DCMplus10m_B","Thiamine diphosphate",NA,NA,NA
"2437","180205_Smp_L2C2DCMplus10m_C","Thiamine diphosphate",NA,NA,NA
"2438","180205_Smp_L2C2DCMplus20m_A","Thiamine diphosphate",NA,NA,NA
"2439","180205_Smp_L2C2DCMplus20m_B","Thiamine diphosphate",NA,NA,NA
"2440","180205_Smp_L2C2DCMplus20m_C","Thiamine diphosphate",NA,NA,NA
"2441","180205_Poo_Sept29QC_1","L-Threonine",222476,0,Inf
"2442","180205_Poo_Sept29QC_2","L-Threonine",147731,0,Inf
"2443","180205_Poo_Sept29QC_3","L-Threonine",213644,0,Inf
"2444","180205_Poo_Sept29QC_4","L-Threonine",147180,53444,2.75391063543148
"2445","180205_Poo_TruePoo_Full1","L-Threonine",371857,0,Inf
"2446","180205_Poo_TruePoo_Full2","L-Threonine",250830,0,Inf
"2447","180205_Poo_TruePoo_Full3","L-Threonine",572002,0,Inf
"2448","180205_Poo_TruePoo_Half1","L-Threonine",337476,0,Inf
"2449","180205_Poo_TruePoo_Half2","L-Threonine",760362,0,Inf
"2450","180205_Poo_TruePoo_Half3","L-Threonine",496934,46037,10.7942307274583
"2451","180205_Smp_L1C32DCMless10m_A","L-Threonine",563108,0,Inf
"2452","180205_Smp_L1C32DCMless10m_B","L-Threonine",377286,0,Inf
"2453","180205_Smp_L1C32DCMless10m_C","L-Threonine",320747,345685,0.927859178153521
"2454","180205_Smp_L1C32DCMless20m_A","L-Threonine",438213,0,Inf
"2455","180205_Smp_L1C32DCMless20m_B","L-Threonine",530203,0,Inf
"2456","180205_Smp_L1C32DCMless20m_C","L-Threonine",923483,0,Inf
"2457","180205_Smp_L1C33DCM_A","L-Threonine",274293,0,Inf
"2458","180205_Smp_L1C33DCM_B","L-Threonine",555737,0,Inf
"2459","180205_Smp_L1C33DCM_C","L-Threonine",548723,0,Inf
"2460","180205_Smp_L1C33DCMplus10m_A","L-Threonine",824488,963,856.166147455867
"2461","180205_Smp_L1C33DCMplus10m_B","L-Threonine",675895,0,Inf
"2462","180205_Smp_L1C33DCMplus10m_C","L-Threonine",913654,0,Inf
"2463","180205_Smp_L1C33DCMplus20m_A","L-Threonine",345730,0,Inf
"2464","180205_Smp_L1C33DCMplus20m_B","L-Threonine",253657,0,Inf
"2465","180205_Smp_L1C33DCMplus20m_C","L-Threonine",844200,0,Inf
"2466","180205_Smp_L2C1DCMless10m_A","L-Threonine",248015,54120,4.58268662232077
"2467","180205_Smp_L2C1DCMless10m_B","L-Threonine",317432,0,Inf
"2468","180205_Smp_L2C1DCMless10m_C","L-Threonine",391924,0,Inf
"2469","180205_Smp_L2C1DCMless20m_A","L-Threonine",485242,0,Inf
"2470","180205_Smp_L2C1DCMless20m_B","L-Threonine",413364,0,Inf
"2471","180205_Smp_L2C1DCMless20m_C","L-Threonine",453121,0,Inf
"2472","180205_Smp_L2C2DCM_A","L-Threonine",774922,0,Inf
"2473","180205_Smp_L2C2DCM_B","L-Threonine",968687,0,Inf
"2474","180205_Smp_L2C2DCM_C","L-Threonine",691220,0,Inf
"2475","180205_Smp_L2C2DCMplus10m_A","L-Threonine",1289453,0,Inf
"2476","180205_Smp_L2C2DCMplus10m_B","L-Threonine",439335,136018,3.2299769148201
"2477","180205_Smp_L2C2DCMplus10m_C","L-Threonine",567507,294290,1.9283937612559
"2478","180205_Smp_L2C2DCMplus20m_A","L-Threonine",587602,0,Inf
"2479","180205_Smp_L2C2DCMplus20m_B","L-Threonine",300630,0,Inf
"2480","180205_Smp_L2C2DCMplus20m_C","L-Threonine",247602,0,Inf
"2481","180205_Poo_Sept29QC_1","Hydroxyproline",2053397,0,Inf
"2482","180205_Poo_Sept29QC_2","Hydroxyproline",737986,0,Inf
"2483","180205_Poo_Sept29QC_3","Hydroxyproline",627532,0,Inf
"2484","180205_Poo_Sept29QC_4","Hydroxyproline",819669,0,Inf
"2485","180205_Poo_TruePoo_Full1","Hydroxyproline",1226999,0,Inf
"2486","180205_Poo_TruePoo_Full2","Hydroxyproline",603514,0,Inf
"2487","180205_Poo_TruePoo_Full3","Hydroxyproline",377879,0,Inf
"2488","180205_Poo_TruePoo_Half1","Hydroxyproline",588281,0,Inf
"2489","180205_Poo_TruePoo_Half2","Hydroxyproline",455752,0,Inf
"2490","180205_Poo_TruePoo_Half3","Hydroxyproline",261689,0,Inf
"2491","180205_Smp_L1C32DCMless10m_A","Hydroxyproline",1182868,0,Inf
"2492","180205_Smp_L1C32DCMless10m_B","Hydroxyproline",500410,0,Inf
"2493","180205_Smp_L1C32DCMless10m_C","Hydroxyproline",431545,0,Inf
"2494","180205_Smp_L1C32DCMless20m_A","Hydroxyproline",740748,0,Inf
"2495","180205_Smp_L1C32DCMless20m_B","Hydroxyproline",757264,0,Inf
"2496","180205_Smp_L1C32DCMless20m_C","Hydroxyproline",445934,0,Inf
"2497","180205_Smp_L1C33DCM_A","Hydroxyproline",692036,0,Inf
"2498","180205_Smp_L1C33DCM_B","Hydroxyproline",834799,0,Inf
"2499","180205_Smp_L1C33DCM_C","Hydroxyproline",118237,238103,0.496579211517705
"2500","180205_Smp_L1C33DCMplus10m_A","Hydroxyproline",1074227,0,Inf
"2501","180205_Smp_L1C33DCMplus10m_B","Hydroxyproline",478949,0,Inf
"2502","180205_Smp_L1C33DCMplus10m_C","Hydroxyproline",322709,0,Inf
"2503","180205_Smp_L1C33DCMplus20m_A","Hydroxyproline",798332,0,Inf
"2504","180205_Smp_L1C33DCMplus20m_B","Hydroxyproline",496698,301270,1.64868058552129
"2505","180205_Smp_L1C33DCMplus20m_C","Hydroxyproline",548366,0,Inf
"2506","180205_Smp_L2C1DCMless10m_A","Hydroxyproline",655122,0,Inf
"2507","180205_Smp_L2C1DCMless10m_B","Hydroxyproline",615822,0,Inf
"2508","180205_Smp_L2C1DCMless10m_C","Hydroxyproline",216504,138347,1.56493454863495
"2509","180205_Smp_L2C1DCMless20m_A","Hydroxyproline",1343391,0,Inf
"2510","180205_Smp_L2C1DCMless20m_B","Hydroxyproline",60909,169962,0.358368341158612
"2511","180205_Smp_L2C1DCMless20m_C","Hydroxyproline",228473,0,Inf
"2512","180205_Smp_L2C2DCM_A","Hydroxyproline",531860,0,Inf
"2513","180205_Smp_L2C2DCM_B","Hydroxyproline",1346656,0,Inf
"2514","180205_Smp_L2C2DCM_C","Hydroxyproline",377275,0,Inf
"2515","180205_Smp_L2C2DCMplus10m_A","Hydroxyproline",1027681,0,Inf
"2516","180205_Smp_L2C2DCMplus10m_B","Hydroxyproline",689549,0,Inf
"2517","180205_Smp_L2C2DCMplus10m_C","Hydroxyproline",272375,0,Inf
"2518","180205_Smp_L2C2DCMplus20m_A","Hydroxyproline",1120681,0,Inf
"2519","180205_Smp_L2C2DCMplus20m_B","Hydroxyproline",528712,0,Inf
"2520","180205_Smp_L2C2DCMplus20m_C","Hydroxyproline",183696,0,Inf
"2521","180205_Poo_Sept29QC_1","Trigonelline",126328344,1420975,88.9025802705889
"2522","180205_Poo_Sept29QC_2","Trigonelline",111031200,1133200,97.9802329685845
"2523","180205_Poo_Sept29QC_3","Trigonelline",110196792,2649948,41.5845110922931
"2524","180205_Poo_Sept29QC_4","Trigonelline",111120384,497171,223.50536133443
"2525","180205_Poo_TruePoo_Full1","Trigonelline",324105696,3868823,83.773720327862
"2526","180205_Poo_TruePoo_Full2","Trigonelline",321046528,3375729,95.104354644582
"2527","180205_Poo_TruePoo_Full3","Trigonelline",332818784,4142745,80.3377432113249
"2528","180205_Poo_TruePoo_Half1","Trigonelline",171892704,1289440,133.308028291351
"2529","180205_Poo_TruePoo_Half2","Trigonelline",156013488,493122,316.379086716877
"2530","180205_Poo_TruePoo_Half3","Trigonelline",157797776,2131294,74.0384836629766
"2531","180205_Smp_L1C32DCMless10m_A","Trigonelline",471218080,6079668,77.50720598559
"2532","180205_Smp_L1C32DCMless10m_B","Trigonelline",460646944,5948106,77.4443064733547
"2533","180205_Smp_L1C32DCMless10m_C","Trigonelline",500944000,6611399,75.7697425310437
"2534","180205_Smp_L1C32DCMless20m_A","Trigonelline",484348640,5002367,96.8238915697309
"2535","180205_Smp_L1C32DCMless20m_B","Trigonelline",940355776,11624410,80.8949250757673
"2536","180205_Smp_L1C32DCMless20m_C","Trigonelline",777278208,9456576,82.1944653117577
"2537","180205_Smp_L1C33DCM_A","Trigonelline",444771712,5630631,78.9914508693608
"2538","180205_Smp_L1C33DCM_B","Trigonelline",740715008,9907638,74.7620177483271
"2539","180205_Smp_L1C33DCM_C","Trigonelline",367570432,4699736,78.210868014714
"2540","180205_Smp_L1C33DCMplus10m_A","Trigonelline",481313184,5869289,82.0053645339325
"2541","180205_Smp_L1C33DCMplus10m_B","Trigonelline",496455168,5011513,99.0629312944015
"2542","180205_Smp_L1C33DCMplus10m_C","Trigonelline",559960384,8448020,66.2830324738814
"2543","180205_Smp_L1C33DCMplus20m_A","Trigonelline",471063200,4585632,102.725905611266
"2544","180205_Smp_L1C33DCMplus20m_B","Trigonelline",323447648,3488138,92.7278817523848
"2545","180205_Smp_L1C33DCMplus20m_C","Trigonelline",361497760,3213571,112.490982772747
"2546","180205_Smp_L2C1DCMless10m_A","Trigonelline",209611648,3485447,60.1391006662847
"2547","180205_Smp_L2C1DCMless10m_B","Trigonelline",192842576,300007,642.79358814961
"2548","180205_Smp_L2C1DCMless10m_C","Trigonelline",179404592,2178803,82.340896354558
"2549","180205_Smp_L2C1DCMless20m_A","Trigonelline",177543136,2218355,80.0336898287244
"2550","180205_Smp_L2C1DCMless20m_B","Trigonelline",189316512,1601745,118.193914761713
"2551","180205_Smp_L2C1DCMless20m_C","Trigonelline",135117856,1670555,80.8820158570056
"2552","180205_Smp_L2C2DCM_A","Trigonelline",195276032,1462145,133.554491517599
"2553","180205_Smp_L2C2DCM_B","Trigonelline",353081632,3450312,102.33324754399
"2554","180205_Smp_L2C2DCM_C","Trigonelline",214503744,2518307,85.1777579143448
"2555","180205_Smp_L2C2DCMplus10m_A","Trigonelline",173496288,875593,198.147184822172
"2556","180205_Smp_L2C2DCMplus10m_B","Trigonelline",213946576,1315655,162.616017116949
"2557","180205_Smp_L2C2DCMplus10m_C","Trigonelline",225535568,2745625,82.1436168449807
"2558","180205_Smp_L2C2DCMplus20m_A","Trigonelline",154645536,1923371,80.4033834346052
"2559","180205_Smp_L2C2DCMplus20m_B","Trigonelline",201822544,2034776,99.186615136015
"2560","180205_Smp_L2C2DCMplus20m_C","Trigonelline",131780440,0,Inf
"2561","180205_Poo_Sept29QC_1","Trimethylamine",175208,167037,1.04891730574663
"2562","180205_Poo_Sept29QC_2","Trimethylamine",96663,0,Inf
"2563","180205_Poo_Sept29QC_3","Trimethylamine",20650,87153,0.236939634894955
"2564","180205_Poo_Sept29QC_4","Trimethylamine",56820,0,Inf
"2565","180205_Poo_TruePoo_Full1","Trimethylamine",84460,8320,10.1514423076923
"2566","180205_Poo_TruePoo_Full2","Trimethylamine",46679,1305,35.7693486590038
"2567","180205_Poo_TruePoo_Full3","Trimethylamine",16424,29080,0.564786795048143
"2568","180205_Poo_TruePoo_Half1","Trimethylamine",22591,38361,0.588905398712234
"2569","180205_Poo_TruePoo_Half2","Trimethylamine",115541,34751,3.32482518488677
"2570","180205_Poo_TruePoo_Half3","Trimethylamine",38623,3976,9.71403420523139
"2571","180205_Smp_L1C32DCMless10m_A","Trimethylamine",66353,15304,4.33566387872452
"2572","180205_Smp_L1C32DCMless10m_B","Trimethylamine",16400,0,Inf
"2573","180205_Smp_L1C32DCMless10m_C","Trimethylamine",66229,1930,34.3155440414508
"2574","180205_Smp_L1C32DCMless20m_A","Trimethylamine",96817,5258,18.4132750095093
"2575","180205_Smp_L1C32DCMless20m_B","Trimethylamine",73789,0,Inf
"2576","180205_Smp_L1C32DCMless20m_C","Trimethylamine",126731,0,Inf
"2577","180205_Smp_L1C33DCM_A","Trimethylamine",45894,2926,15.6848940533151
"2578","180205_Smp_L1C33DCM_B","Trimethylamine",46139,0,Inf
"2579","180205_Smp_L1C33DCM_C","Trimethylamine",63405,2243,28.267944716897
"2580","180205_Smp_L1C33DCMplus10m_A","Trimethylamine",386197,0,Inf
"2581","180205_Smp_L1C33DCMplus10m_B","Trimethylamine",25461,50584,0.503340977384153
"2582","180205_Smp_L1C33DCMplus10m_C","Trimethylamine",11431,40776,0.280336472434766
"2583","180205_Smp_L1C33DCMplus20m_A","Trimethylamine",64729,25588,2.52966234172268
"2584","180205_Smp_L1C33DCMplus20m_B","Trimethylamine",72192,0,Inf
"2585","180205_Smp_L1C33DCMplus20m_C","Trimethylamine",75144,0,Inf
"2586","180205_Smp_L2C1DCMless10m_A","Trimethylamine",17220,70818,0.243158519020588
"2587","180205_Smp_L2C1DCMless10m_B","Trimethylamine",72425,9120,7.94133771929825
"2588","180205_Smp_L2C1DCMless10m_C","Trimethylamine",39391,22775,1.72957189901207
"2589","180205_Smp_L2C1DCMless20m_A","Trimethylamine",60183,14544,4.13799504950495
"2590","180205_Smp_L2C1DCMless20m_B","Trimethylamine",62343,0,Inf
"2591","180205_Smp_L2C1DCMless20m_C","Trimethylamine",23790,17318,1.3737152096085
"2592","180205_Smp_L2C2DCM_A","Trimethylamine",72574,36739,1.97539399548164
"2593","180205_Smp_L2C2DCM_B","Trimethylamine",59889,2479,24.1585316659944
"2594","180205_Smp_L2C2DCM_C","Trimethylamine",55547,6530,8.50643185298622
"2595","180205_Smp_L2C2DCMplus10m_A","Trimethylamine",19754,37997,0.519883148669632
"2596","180205_Smp_L2C2DCMplus10m_B","Trimethylamine",20303,0,Inf
"2597","180205_Smp_L2C2DCMplus10m_C","Trimethylamine",71069,23390,3.03843522873023
"2598","180205_Smp_L2C2DCMplus20m_A","Trimethylamine",45953,14769,3.11144965806757
"2599","180205_Smp_L2C2DCMplus20m_B","Trimethylamine",66533,11554,5.75843863597023
"2600","180205_Smp_L2C2DCMplus20m_C","Trimethylamine",44793,1962,22.8302752293578
"2601","180205_Poo_Sept29QC_1","Trimethylamine N-oxide",411725152,4940125,83.3430635864477
"2602","180205_Poo_Sept29QC_2","Trimethylamine N-oxide",391638656,2682062,146.021477504994
"2603","180205_Poo_Sept29QC_3","Trimethylamine N-oxide",391537120,5240597,74.7123123567792
"2604","180205_Poo_Sept29QC_4","Trimethylamine N-oxide",394579680,4209174,93.7427818379568
"2605","180205_Poo_TruePoo_Full1","Trimethylamine N-oxide",1156276352,11808580,97.9183231175975
"2606","180205_Poo_TruePoo_Full2","Trimethylamine N-oxide",1143819776,11620064,98.4348946787212
"2607","180205_Poo_TruePoo_Full3","Trimethylamine N-oxide",1172098688,15192587,77.1493813397284
"2608","180205_Poo_TruePoo_Half1","Trimethylamine N-oxide",662638336,8440165,78.5101163306641
"2609","180205_Poo_TruePoo_Half2","Trimethylamine N-oxide",596221760,6792991,87.7701383676204
"2610","180205_Poo_TruePoo_Half3","Trimethylamine N-oxide",613509248,7605561,80.6658769813298
"2611","180205_Smp_L1C32DCMless10m_A","Trimethylamine N-oxide",1307273472,14643976,89.2703915931029
"2612","180205_Smp_L1C32DCMless10m_B","Trimethylamine N-oxide",1468304768,18176744,80.7793061287544
"2613","180205_Smp_L1C32DCMless10m_C","Trimethylamine N-oxide",1989260160,22058612,90.1806586923964
"2614","180205_Smp_L1C32DCMless20m_A","Trimethylamine N-oxide",1531035136,18718478,81.7927149846264
"2615","180205_Smp_L1C32DCMless20m_B","Trimethylamine N-oxide",3644061440,35546848,102.514333760338
"2616","180205_Smp_L1C32DCMless20m_C","Trimethylamine N-oxide",2974365184,31295938,95.0399756032237
"2617","180205_Smp_L1C33DCM_A","Trimethylamine N-oxide",691074560,8118549,85.122915437229
"2618","180205_Smp_L1C33DCM_B","Trimethylamine N-oxide",3926842880,44198456,88.8457026643646
"2619","180205_Smp_L1C33DCM_C","Trimethylamine N-oxide",1128430080,14013697,80.5233679592188
"2620","180205_Smp_L1C33DCMplus10m_A","Trimethylamine N-oxide",1757293696,23176848,75.821082141972
"2621","180205_Smp_L1C33DCMplus10m_B","Trimethylamine N-oxide",2552308992,26875002,94.9696298441206
"2622","180205_Smp_L1C33DCMplus10m_C","Trimethylamine N-oxide",2004156544,23080498,86.8333319324392
"2623","180205_Smp_L1C33DCMplus20m_A","Trimethylamine N-oxide",2143510656,19560040,109.586210253149
"2624","180205_Smp_L1C33DCMplus20m_B","Trimethylamine N-oxide",1303682688,13579933,96.0006715791602
"2625","180205_Smp_L1C33DCMplus20m_C","Trimethylamine N-oxide",1683769856,19616780,85.8331416267094
"2626","180205_Smp_L2C1DCMless10m_A","Trimethylamine N-oxide",402079424,5288389,76.0306066743577
"2627","180205_Smp_L2C1DCMless10m_B","Trimethylamine N-oxide",937766528,10630361,88.2158684921425
"2628","180205_Smp_L2C1DCMless10m_C","Trimethylamine N-oxide",767264000,7913076,96.961535564678
"2629","180205_Smp_L2C1DCMless20m_A","Trimethylamine N-oxide",739967232,8454632,87.5221100102287
"2630","180205_Smp_L2C1DCMless20m_B","Trimethylamine N-oxide",1056603456,11957978,88.3597089742095
"2631","180205_Smp_L2C1DCMless20m_C","Trimethylamine N-oxide",479213440,6931503,69.1355742037477
"2632","180205_Smp_L2C2DCM_A","Trimethylamine N-oxide",1004209600,10705910,93.7995555725763
"2633","180205_Smp_L2C2DCM_B","Trimethylamine N-oxide",6729203712,73952600,90.9934703039515
"2634","180205_Smp_L2C2DCM_C","Trimethylamine N-oxide",1479330176,18211500,81.2305508058095
"2635","180205_Smp_L2C2DCMplus10m_A","Trimethylamine N-oxide",1008161024,12382582,81.4176739552381
"2636","180205_Smp_L2C2DCMplus10m_B","Trimethylamine N-oxide",1457810048,15900449,91.6835774889124
"2637","180205_Smp_L2C2DCMplus10m_C","Trimethylamine N-oxide",1451726464,15354522,94.5471610252667
"2638","180205_Smp_L2C2DCMplus20m_A","Trimethylamine N-oxide",630133888,6773891,93.0239190444606
"2639","180205_Smp_L2C2DCMplus20m_B","Trimethylamine N-oxide",1607953152,14992917,107.247519078509
"2640","180205_Smp_L2C2DCMplus20m_C","Trimethylamine N-oxide",950186240,10579430,89.8145022936018
"2641","180205_Poo_Sept29QC_1","L-Tyrosine",7018698,0,Inf
"2642","180205_Poo_Sept29QC_2","L-Tyrosine",3370784,0,Inf
"2643","180205_Poo_Sept29QC_3","L-Tyrosine",3661888,0,Inf
"2644","180205_Poo_Sept29QC_4","L-Tyrosine",3414315,0,Inf
"2645","180205_Poo_TruePoo_Full1","L-Tyrosine",12966409,0,Inf
"2646","180205_Poo_TruePoo_Full2","L-Tyrosine",8004158,0,Inf
"2647","180205_Poo_TruePoo_Full3","L-Tyrosine",8904072,0,Inf
"2648","180205_Poo_TruePoo_Half1","L-Tyrosine",7111795,0,Inf
"2649","180205_Poo_TruePoo_Half2","L-Tyrosine",4270214,0,Inf
"2650","180205_Poo_TruePoo_Half3","L-Tyrosine",4309894,0,Inf
"2651","180205_Smp_L1C32DCMless10m_A","L-Tyrosine",15111499,20079,752.60217142288
"2652","180205_Smp_L1C32DCMless10m_B","L-Tyrosine",10111492,0,Inf
"2653","180205_Smp_L1C32DCMless10m_C","L-Tyrosine",12088018,0,Inf
"2654","180205_Smp_L1C32DCMless20m_A","L-Tyrosine",11252178,29547,380.82302771855
"2655","180205_Smp_L1C32DCMless20m_B","L-Tyrosine",18772740,0,Inf
"2656","180205_Smp_L1C32DCMless20m_C","L-Tyrosine",13974408,0,Inf
"2657","180205_Smp_L1C33DCM_A","L-Tyrosine",9652233,0,Inf
"2658","180205_Smp_L1C33DCM_B","L-Tyrosine",14193231,0,Inf
"2659","180205_Smp_L1C33DCM_C","L-Tyrosine",8957173,0,Inf
"2660","180205_Smp_L1C33DCMplus10m_A","L-Tyrosine",15547868,0,Inf
"2661","180205_Smp_L1C33DCMplus10m_B","L-Tyrosine",8907918,0,Inf
"2662","180205_Smp_L1C33DCMplus10m_C","L-Tyrosine",10221236,0,Inf
"2663","180205_Smp_L1C33DCMplus20m_A","L-Tyrosine",6165599,0,Inf
"2664","180205_Smp_L1C33DCMplus20m_B","L-Tyrosine",6098957,0,Inf
"2665","180205_Smp_L1C33DCMplus20m_C","L-Tyrosine",7649071,0,Inf
"2666","180205_Smp_L2C1DCMless10m_A","L-Tyrosine",8320278,0,Inf
"2667","180205_Smp_L2C1DCMless10m_B","L-Tyrosine",9351350,0,Inf
"2668","180205_Smp_L2C1DCMless10m_C","L-Tyrosine",8675879,0,Inf
"2669","180205_Smp_L2C1DCMless20m_A","L-Tyrosine",12005450,0,Inf
"2670","180205_Smp_L2C1DCMless20m_B","L-Tyrosine",8429314,0,Inf
"2671","180205_Smp_L2C1DCMless20m_C","L-Tyrosine",6992689,0,Inf
"2672","180205_Smp_L2C2DCM_A","L-Tyrosine",7438017,0,Inf
"2673","180205_Smp_L2C2DCM_B","L-Tyrosine",15301295,0,Inf
"2674","180205_Smp_L2C2DCM_C","L-Tyrosine",8026039,0,Inf
"2675","180205_Smp_L2C2DCMplus10m_A","L-Tyrosine",10485320,0,Inf
"2676","180205_Smp_L2C2DCMplus10m_B","L-Tyrosine",9109100,0,Inf
"2677","180205_Smp_L2C2DCMplus10m_C","L-Tyrosine",8304160,0,Inf
"2678","180205_Smp_L2C2DCMplus20m_A","L-Tyrosine",8441379,0,Inf
"2679","180205_Smp_L2C2DCMplus20m_B","L-Tyrosine",7774865,0,Inf
"2680","180205_Smp_L2C2DCMplus20m_C","L-Tyrosine",4788762,0,Inf
"2681","180205_Poo_Sept29QC_1","L-Valine",4335133184,148755824,29.142611478526
"2682","180205_Poo_Sept29QC_2","L-Valine",4001812736,139276896,28.7327823273718
"2683","180205_Poo_Sept29QC_3","L-Valine",3986046720,169586176,23.5045498048143
"2684","180205_Poo_Sept29QC_4","L-Valine",3952331264,174502432,22.6491471706251
"2685","180205_Poo_TruePoo_Full1","L-Valine",7444988416,190678576,39.0447032497243
"2686","180205_Poo_TruePoo_Full2","L-Valine",7343544320,193416400,37.9675369823862
"2687","180205_Poo_TruePoo_Full3","L-Valine",7494508544,186039376,40.284528496806
"2688","180205_Poo_TruePoo_Half1","L-Valine",4085029120,167342704,24.4111575966885
"2689","180205_Poo_TruePoo_Half2","L-Valine",3767384064,141313488,26.6597627538569
"2690","180205_Poo_TruePoo_Half3","L-Valine",3763018496,175369744,21.4576266701969
"2691","180205_Smp_L1C32DCMless10m_A","L-Valine",8317835776,195128608,42.6274540737768
"2692","180205_Smp_L1C32DCMless10m_B","L-Valine",7966878208,203806272,39.0904466767343
"2693","180205_Smp_L1C32DCMless10m_C","L-Valine",8945445888,205440272,43.5428059012694
"2694","180205_Smp_L1C32DCMless20m_A","L-Valine",7088639488,167922752,42.2136929247086
"2695","180205_Smp_L1C32DCMless20m_B","L-Valine",22273191936,320443840,69.5073181497263
"2696","180205_Smp_L1C32DCMless20m_C","L-Valine",12109203456,211547920,57.2409478476555
"2697","180205_Smp_L1C33DCM_A","L-Valine",7661233664,183687168,41.7080504175447
"2698","180205_Smp_L1C33DCM_B","L-Valine",11429988352,203169408,56.2584124476063
"2699","180205_Smp_L1C33DCM_C","L-Valine",6754546176,173537136,38.9227708356326
"2700","180205_Smp_L1C33DCMplus10m_A","L-Valine",8452794368,207229008,40.7896290658304
"2701","180205_Smp_L1C33DCMplus10m_B","L-Valine",9099396096,183443600,49.6032355230709
"2702","180205_Smp_L1C33DCMplus10m_C","L-Valine",9563659264,195959632,48.8042315980671
"2703","180205_Smp_L1C33DCMplus20m_A","L-Valine",9110621184,198469056,45.9044919526397
"2704","180205_Smp_L1C33DCMplus20m_B","L-Valine",7858048000,204733584,38.3818221049654
"2705","180205_Smp_L1C33DCMplus20m_C","L-Valine",8734741504,192377904,45.4040787553232
"2706","180205_Smp_L2C1DCMless10m_A","L-Valine",6148528640,189042368,32.5246065474592
"2707","180205_Smp_L2C1DCMless10m_B","L-Valine",7522819584,184012784,40.8820486298387
"2708","180205_Smp_L2C1DCMless10m_C","L-Valine",6637888000,193037600,34.3865029403598
"2709","180205_Smp_L2C1DCMless20m_A","L-Valine",6425075712,192476000,33.3811784949812
"2710","180205_Smp_L2C1DCMless20m_B","L-Valine",5867407872,175827376,33.3702748996266
"2711","180205_Smp_L2C1DCMless20m_C","L-Valine",4812112896,169889072,28.3250290283533
"2712","180205_Smp_L2C2DCM_A","L-Valine",7526594560,198744032,37.8707953353789
"2713","180205_Smp_L2C2DCM_B","L-Valine",11431857152,145576896,78.5279633383583
"2714","180205_Smp_L2C2DCM_C","L-Valine",7893650432,205809344,38.3541887777457
"2715","180205_Smp_L2C2DCMplus10m_A","L-Valine",6684130816,174535328,38.2967213147816
"2716","180205_Smp_L2C2DCMplus10m_B","L-Valine",6393119744,178627696,35.790193162431
"2717","180205_Smp_L2C2DCMplus10m_C","L-Valine",8602084352,179752432,47.8551764573622
"2718","180205_Smp_L2C2DCMplus20m_A","L-Valine",6355746304,182818032,34.7654234895166
"2719","180205_Smp_L2C2DCMplus20m_B","L-Valine",7631055360,195357296,39.0620443477064
"2720","180205_Smp_L2C2DCMplus20m_C","L-Valine",4545020416,162749840,27.9264201795836
"2721","180205_Poo_Sept29QC_1","Dimethylsulfonioacetate",150569760,1406949,107.018633937691
"2722","180205_Poo_Sept29QC_2","Dimethylsulfonioacetate",125585872,1135595,110.590370686733
"2723","180205_Poo_Sept29QC_3","Dimethylsulfonioacetate",129071336,933670,138.240851692782
"2724","180205_Poo_Sept29QC_4","Dimethylsulfonioacetate",125153904,569476,219.770287070921
"2725","180205_Poo_TruePoo_Full1","Dimethylsulfonioacetate",349627520,3911331,89.38837444338
"2726","180205_Poo_TruePoo_Full2","Dimethylsulfonioacetate",310300384,2886772,107.490437069502
"2727","180205_Poo_TruePoo_Full3","Dimethylsulfonioacetate",314985888,3508477,89.7785244138696
"2728","180205_Poo_TruePoo_Half1","Dimethylsulfonioacetate",184401680,2157495,85.4702699195131
"2729","180205_Poo_TruePoo_Half2","Dimethylsulfonioacetate",152413216,1900586,80.1927489732114
"2730","180205_Poo_TruePoo_Half3","Dimethylsulfonioacetate",155434944,1813346,85.7172012401384
"2731","180205_Smp_L1C32DCMless10m_A","Dimethylsulfonioacetate",783399616,7631651,102.651394305112
"2732","180205_Smp_L1C32DCMless10m_B","Dimethylsulfonioacetate",597258304,6282279,95.0703246385587
"2733","180205_Smp_L1C32DCMless10m_C","Dimethylsulfonioacetate",605406592,5725868,105.731845721906
"2734","180205_Smp_L1C32DCMless20m_A","Dimethylsulfonioacetate",845772800,10636021,79.5196624752809
"2735","180205_Smp_L1C32DCMless20m_B","Dimethylsulfonioacetate",647232448,6776570,95.5103316279475
"2736","180205_Smp_L1C32DCMless20m_C","Dimethylsulfonioacetate",1399821952,11465752,122.087234400325
"2737","180205_Smp_L1C33DCM_A","Dimethylsulfonioacetate",601304896,7749949,77.5882390967992
"2738","180205_Smp_L1C33DCM_B","Dimethylsulfonioacetate",617618816,4748892,130.055351016616
"2739","180205_Smp_L1C33DCM_C","Dimethylsulfonioacetate",458706432,5954630,77.0335742103204
"2740","180205_Smp_L1C33DCMplus10m_A","Dimethylsulfonioacetate",263607168,2719187,96.9433760899857
"2741","180205_Smp_L1C33DCMplus10m_B","Dimethylsulfonioacetate",152643232,1588387,96.0995223456248
"2742","180205_Smp_L1C33DCMplus10m_C","Dimethylsulfonioacetate",368134400,4362389,84.3882560679481
"2743","180205_Smp_L1C33DCMplus20m_A","Dimethylsulfonioacetate",124539456,904739,137.652357199148
"2744","180205_Smp_L1C33DCMplus20m_B","Dimethylsulfonioacetate",115756528,1278510,90.5401819305285
