"","Replicate.Name","Precursor.Ion.Name","Height"
"2569","180205_Poo_TruePoo_Half2","Trimethylamine",9969
"2570","180205_Poo_TruePoo_Half3","Trimethylamine",8440
"2571","180205_Smp_L1C32DCMless10m_A","Trimethylamine",10134
"2572","180205_Smp_L1C32DCMless10m_B","Trimethylamine",6565
"2573","180205_Smp_L1C32DCMless10m_C","Trimethylamine",8697
"2574","180205_Smp_L1C32DCMless20m_A","Trimethylamine",9787
"2575","180205_Smp_L1C32DCMless20m_B","Trimethylamine",9783
"2576","180205_Smp_L1C32DCMless20m_C","Trimethylamine",11980
"2577","180205_Smp_L1C33DCM_A","Trimethylamine",9417
"2578","180205_Smp_L1C33DCM_B","Trimethylamine",9248
"2579","180205_Smp_L1C33DCM_C","Trimethylamine",8768
"2580","180205_Smp_L1C33DCMplus10m_A","Trimethylamine",18022
"2581","180205_Smp_L1C33DCMplus10m_B","Trimethylamine",4792
"2582","180205_Smp_L1C33DCMplus10m_C","Trimethylamine",3591
"2583","180205_Smp_L1C33DCMplus20m_A","Trimethylamine",8523
"2584","180205_Smp_L1C33DCMplus20m_B","Trimethylamine",8026
"2585","180205_Smp_L1C33DCMplus20m_C","Trimethylamine",8407
"2586","180205_Smp_L2C1DCMless10m_A","Trimethylamine",3228
"2587","180205_Smp_L2C1DCMless10m_B","Trimethylamine",9526
"2588","180205_Smp_L2C1DCMless10m_C","Trimethylamine",6734
"2589","180205_Smp_L2C1DCMless20m_A","Trimethylamine",8272
"2590","180205_Smp_L2C1DCMless20m_B","Trimethylamine",7669
"2591","180205_Smp_L2C1DCMless20m_C","Trimethylamine",7243
"2592","180205_Smp_L2C2DCM_A","Trimethylamine",9730
"2593","180205_Smp_L2C2DCM_B","Trimethylamine",8321
"2594","180205_Smp_L2C2DCM_C","Trimethylamine",12890
"2595","180205_Smp_L2C2DCMplus10m_A","Trimethylamine",3648
"2596","180205_Smp_L2C2DCMplus10m_B","Trimethylamine",8340
"2597","180205_Smp_L2C2DCMplus10m_C","Trimethylamine",10551
"2598","180205_Smp_L2C2DCMplus20m_A","Trimethylamine",9031
"2599","180205_Smp_L2C2DCMplus20m_B","Trimethylamine",6818
"2600","180205_Smp_L2C2DCMplus20m_C","Trimethylamine",7826
"2601","180205_Poo_Sept29QC_1","Trimethylamine N-oxide",17538118
"2602","180205_Poo_Sept29QC_2","Trimethylamine N-oxide",16291353
"2603","180205_Poo_Sept29QC_3","Trimethylamine N-oxide",16357203
"2604","180205_Poo_Sept29QC_4","Trimethylamine N-oxide",16616570
"2605","180205_Poo_TruePoo_Full1","Trimethylamine N-oxide",48324868
"2606","180205_Poo_TruePoo_Full2","Trimethylamine N-oxide",49278304
"2607","180205_Poo_TruePoo_Full3","Trimethylamine N-oxide",47036668
"2608","180205_Poo_TruePoo_Half1","Trimethylamine N-oxide",26547466
"2609","180205_Poo_TruePoo_Half2","Trimethylamine N-oxide",23725060
"2610","180205_Poo_TruePoo_Half3","Trimethylamine N-oxide",24968172
"2611","180205_Smp_L1C32DCMless10m_A","Trimethylamine N-oxide",53677696
"2612","180205_Smp_L1C32DCMless10m_B","Trimethylamine N-oxide",57947104
"2613","180205_Smp_L1C32DCMless10m_C","Trimethylamine N-oxide",79694400
"2614","180205_Smp_L1C32DCMless20m_A","Trimethylamine N-oxide",61264688
"2615","180205_Smp_L1C32DCMless20m_B","Trimethylamine N-oxide",130120072
"2616","180205_Smp_L1C32DCMless20m_C","Trimethylamine N-oxide",116707664
"2617","180205_Smp_L1C33DCM_A","Trimethylamine N-oxide",29649334
"2618","180205_Smp_L1C33DCM_B","Trimethylamine N-oxide",140922944
"2619","180205_Smp_L1C33DCM_C","Trimethylamine N-oxide",44160740
"2620","180205_Smp_L1C33DCMplus10m_A","Trimethylamine N-oxide",73423512
"2621","180205_Smp_L1C33DCMplus10m_B","Trimethylamine N-oxide",97705136
"2622","180205_Smp_L1C33DCMplus10m_C","Trimethylamine N-oxide",72987808
"2623","180205_Smp_L1C33DCMplus20m_A","Trimethylamine N-oxide",90046712
"2624","180205_Smp_L1C33DCMplus20m_B","Trimethylamine N-oxide",52502208
"2625","180205_Smp_L1C33DCMplus20m_C","Trimethylamine N-oxide",63812240
"2626","180205_Smp_L2C1DCMless10m_A","Trimethylamine N-oxide",17105970
"2627","180205_Smp_L2C1DCMless10m_B","Trimethylamine N-oxide",39816876
"2628","180205_Smp_L2C1DCMless10m_C","Trimethylamine N-oxide",31282902
"2629","180205_Smp_L2C1DCMless20m_A","Trimethylamine N-oxide",30470758
"2630","180205_Smp_L2C1DCMless20m_B","Trimethylamine N-oxide",44337472
"2631","180205_Smp_L2C1DCMless20m_C","Trimethylamine N-oxide",19973666
"2632","180205_Smp_L2C2DCM_A","Trimethylamine N-oxide",42629384
"2633","180205_Smp_L2C2DCM_B","Trimethylamine N-oxide",221053744
"2634","180205_Smp_L2C2DCM_C","Trimethylamine N-oxide",56338564
"2635","180205_Smp_L2C2DCMplus10m_A","Trimethylamine N-oxide",42427096
"2636","180205_Smp_L2C2DCMplus10m_B","Trimethylamine N-oxide",57095636
"2637","180205_Smp_L2C2DCMplus10m_C","Trimethylamine N-oxide",58429584
"2638","180205_Smp_L2C2DCMplus20m_A","Trimethylamine N-oxide",26029994
"2639","180205_Smp_L2C2DCMplus20m_B","Trimethylamine N-oxide",65193444
"2640","180205_Smp_L2C2DCMplus20m_C","Trimethylamine N-oxide",39768840
"2641","180205_Poo_Sept29QC_1","L-Tyrosine",277516
"2642","180205_Poo_Sept29QC_2","L-Tyrosine",121117
"2643","180205_Poo_Sept29QC_3","L-Tyrosine",107919
"2644","180205_Poo_Sept29QC_4","L-Tyrosine",151783
"2645","180205_Poo_TruePoo_Full1","L-Tyrosine",434261
"2646","180205_Poo_TruePoo_Full2","L-Tyrosine",326454
"2647","180205_Poo_TruePoo_Full3","L-Tyrosine",285066
"2648","180205_Poo_TruePoo_Half1","L-Tyrosine",270625
"2649","180205_Poo_TruePoo_Half2","L-Tyrosine",192884
"2650","180205_Poo_TruePoo_Half3","L-Tyrosine",174190
"2651","180205_Smp_L1C32DCMless10m_A","L-Tyrosine",618317
"2652","180205_Smp_L1C32DCMless10m_B","L-Tyrosine",374450
"2653","180205_Smp_L1C32DCMless10m_C","L-Tyrosine",407826
"2654","180205_Smp_L1C32DCMless20m_A","L-Tyrosine",411487
"2655","180205_Smp_L1C32DCMless20m_B","L-Tyrosine",623470
"2656","180205_Smp_L1C32DCMless20m_C","L-Tyrosine",440668
"2657","180205_Smp_L1C33DCM_A","L-Tyrosine",363418
"2658","180205_Smp_L1C33DCM_B","L-Tyrosine",513598
"2659","180205_Smp_L1C33DCM_C","L-Tyrosine",289998
"2660","180205_Smp_L1C33DCMplus10m_A","L-Tyrosine",613350
"2661","180205_Smp_L1C33DCMplus10m_B","L-Tyrosine",302468
"2662","180205_Smp_L1C33DCMplus10m_C","L-Tyrosine",346688
"2663","180205_Smp_L1C33DCMplus20m_A","L-Tyrosine",213468
"2664","180205_Smp_L1C33DCMplus20m_B","L-Tyrosine",209922
"2665","180205_Smp_L1C33DCMplus20m_C","L-Tyrosine",226537
"2666","180205_Smp_L2C1DCMless10m_A","L-Tyrosine",316013
"2667","180205_Smp_L2C1DCMless10m_B","L-Tyrosine",368042
"2668","180205_Smp_L2C1DCMless10m_C","L-Tyrosine",298203
"2669","180205_Smp_L2C1DCMless20m_A","L-Tyrosine",457972
"2670","180205_Smp_L2C1DCMless20m_B","L-Tyrosine",378327
"2671","180205_Smp_L2C1DCMless20m_C","L-Tyrosine",279048
"2672","180205_Smp_L2C2DCM_A","L-Tyrosine",283392
"2673","180205_Smp_L2C2DCM_B","L-Tyrosine",490788
"2674","180205_Smp_L2C2DCM_C","L-Tyrosine",311244
"2675","180205_Smp_L2C2DCMplus10m_A","L-Tyrosine",417262
"2676","180205_Smp_L2C2DCMplus10m_B","L-Tyrosine",356609
"2677","180205_Smp_L2C2DCMplus10m_C","L-Tyrosine",308280
"2678","180205_Smp_L2C2DCMplus20m_A","L-Tyrosine",292953
"2679","180205_Smp_L2C2DCMplus20m_B","L-Tyrosine",259483
"2680","180205_Smp_L2C2DCMplus20m_C","L-Tyrosine",183483
"2681","180205_Poo_Sept29QC_1","L-Valine",214627648
"2682","180205_Poo_Sept29QC_2","L-Valine",198437760
"2683","180205_Poo_Sept29QC_3","L-Valine",190147056
"2684","180205_Poo_Sept29QC_4","L-Valine",191940240
"2685","180205_Poo_TruePoo_Full1","L-Valine",360857728
"2686","180205_Poo_TruePoo_Full2","L-Valine",358811744
"2687","180205_Poo_TruePoo_Full3","L-Valine",353428032
"2688","180205_Poo_TruePoo_Half1","L-Valine",196839808
"2689","180205_Poo_TruePoo_Half2","L-Valine",178614464
"2690","180205_Poo_TruePoo_Half3","L-Valine",182137696
"2691","180205_Smp_L1C32DCMless10m_A","L-Valine",396220096
"2692","180205_Smp_L1C32DCMless10m_B","L-Valine",375019904
"2693","180205_Smp_L1C32DCMless10m_C","L-Valine",425134752
"2694","180205_Smp_L1C32DCMless20m_A","L-Valine",327892608
"2695","180205_Smp_L1C32DCMless20m_B","L-Valine",958796288
"2696","180205_Smp_L1C32DCMless20m_C","L-Valine",546823360
"2697","180205_Smp_L1C33DCM_A","L-Valine",380297696
"2698","180205_Smp_L1C33DCM_B","L-Valine",548196864
"2699","180205_Smp_L1C33DCM_C","L-Valine",318678400
"2700","180205_Smp_L1C33DCMplus10m_A","L-Valine",387723616
"2701","180205_Smp_L1C33DCMplus10m_B","L-Valine",427502432
"2702","180205_Smp_L1C33DCMplus10m_C","L-Valine",426549024
"2703","180205_Smp_L1C33DCMplus20m_A","L-Valine",421643904
"2704","180205_Smp_L1C33DCMplus20m_B","L-Valine",382726336
"2705","180205_Smp_L1C33DCMplus20m_C","L-Valine",397340000
"2706","180205_Smp_L2C1DCMless10m_A","L-Valine",304122272
"2707","180205_Smp_L2C1DCMless10m_B","L-Valine",359207616
"2708","180205_Smp_L2C1DCMless10m_C","L-Valine",315348448
"2709","180205_Smp_L2C1DCMless20m_A","L-Valine",321220352
"2710","180205_Smp_L2C1DCMless20m_B","L-Valine",281800896
"2711","180205_Smp_L2C1DCMless20m_C","L-Valine",233310688
"2712","180205_Smp_L2C2DCM_A","L-Valine",361325696
"2713","180205_Smp_L2C2DCM_B","L-Valine",531920736
"2714","180205_Smp_L2C2DCM_C","L-Valine",362985504
"2715","180205_Smp_L2C2DCMplus10m_A","L-Valine",328358592
"2716","180205_Smp_L2C2DCMplus10m_B","L-Valine",296529088
"2717","180205_Smp_L2C2DCMplus10m_C","L-Valine",394607520
"2718","180205_Smp_L2C2DCMplus20m_A","L-Valine",310307392
"2719","180205_Smp_L2C2DCMplus20m_B","L-Valine",369654240
"2720","180205_Smp_L2C2DCMplus20m_C","L-Valine",215958864
"2721","180205_Poo_Sept29QC_1","Dimethylsulfonioacetate",8712345
"2722","180205_Poo_Sept29QC_2","Dimethylsulfonioacetate",7351000
"2723","180205_Poo_Sept29QC_3","Dimethylsulfonioacetate",7189501
"2724","180205_Poo_Sept29QC_4","Dimethylsulfonioacetate",7156648
"2725","180205_Poo_TruePoo_Full1","Dimethylsulfonioacetate",20434382
"2726","180205_Poo_TruePoo_Full2","Dimethylsulfonioacetate",19212186
"2727","180205_Poo_TruePoo_Full3","Dimethylsulfonioacetate",18025792
"2728","180205_Poo_TruePoo_Half1","Dimethylsulfonioacetate",11133843
"2729","180205_Poo_TruePoo_Half2","Dimethylsulfonioacetate",8976009
"2730","180205_Poo_TruePoo_Half3","Dimethylsulfonioacetate",9446586
"2731","180205_Smp_L1C32DCMless10m_A","Dimethylsulfonioacetate",44103740
"2732","180205_Smp_L1C32DCMless10m_B","Dimethylsulfonioacetate",34075604
"2733","180205_Smp_L1C32DCMless10m_C","Dimethylsulfonioacetate",34852608
"2734","180205_Smp_L1C32DCMless20m_A","Dimethylsulfonioacetate",49183956
"2735","180205_Smp_L1C32DCMless20m_B","Dimethylsulfonioacetate",38470712
"2736","180205_Smp_L1C32DCMless20m_C","Dimethylsulfonioacetate",81008976
"2737","180205_Smp_L1C33DCM_A","Dimethylsulfonioacetate",37203748
"2738","180205_Smp_L1C33DCM_B","Dimethylsulfonioacetate",36584724
"2739","180205_Smp_L1C33DCM_C","Dimethylsulfonioacetate",25739060
"2740","180205_Smp_L1C33DCMplus10m_A","Dimethylsulfonioacetate",15641410
"2741","180205_Smp_L1C33DCMplus10m_B","Dimethylsulfonioacetate",9136714
"2742","180205_Smp_L1C33DCMplus10m_C","Dimethylsulfonioacetate",22488582
"2743","180205_Smp_L1C33DCMplus20m_A","Dimethylsulfonioacetate",7274121
"2744","180205_Smp_L1C33DCMplus20m_B","Dimethylsulfonioacetate",6722947
"2745","180205_Smp_L1C33DCMplus20m_C","Dimethylsulfonioacetate",7642654
"2746","180205_Smp_L2C1DCMless10m_A","Dimethylsulfonioacetate",7578333
"2747","180205_Smp_L2C1DCMless10m_B","Dimethylsulfonioacetate",10039242
"2748","180205_Smp_L2C1DCMless10m_C","Dimethylsulfonioacetate",9812134
"2749","180205_Smp_L2C1DCMless20m_A","Dimethylsulfonioacetate",15094620
"2750","180205_Smp_L2C1DCMless20m_B","Dimethylsulfonioacetate",10473867
"2751","180205_Smp_L2C1DCMless20m_C","Dimethylsulfonioacetate",11429397
"2752","180205_Smp_L2C2DCM_A","Dimethylsulfonioacetate",5480887
"2753","180205_Smp_L2C2DCM_B","Dimethylsulfonioacetate",6435240
"2754","180205_Smp_L2C2DCM_C","Dimethylsulfonioacetate",6226916
"2755","180205_Smp_L2C2DCMplus10m_A","Dimethylsulfonioacetate",5647542
"2756","180205_Smp_L2C2DCMplus10m_B","Dimethylsulfonioacetate",3190046
"2757","180205_Smp_L2C2DCMplus10m_C","Dimethylsulfonioacetate",6392538
"2758","180205_Smp_L2C2DCMplus20m_A","Dimethylsulfonioacetate",3242685
"2759","180205_Smp_L2C2DCMplus20m_B","Dimethylsulfonioacetate",2238469
"2760","180205_Smp_L2C2DCMplus20m_C","Dimethylsulfonioacetate",1428687
"2761","180205_Poo_Sept29QC_1","Gonyol",7721009
"2762","180205_Poo_Sept29QC_2","Gonyol",3816290
"2763","180205_Poo_Sept29QC_3","Gonyol",3652570
"2764","180205_Poo_Sept29QC_4","Gonyol",3983972
"2765","180205_Poo_TruePoo_Full1","Gonyol",3820044
"2766","180205_Poo_TruePoo_Full2","Gonyol",2102126
"2767","180205_Poo_TruePoo_Full3","Gonyol",2033213
"2768","180205_Poo_TruePoo_Half1","Gonyol",3600619
"2769","180205_Poo_TruePoo_Half2","Gonyol",2658000
"2770","180205_Poo_TruePoo_Half3","Gonyol",2760905
"2771","180205_Smp_L1C32DCMless10m_A","Gonyol",4290075
"2772","180205_Smp_L1C32DCMless10m_B","Gonyol",3262029
"2773","180205_Smp_L1C32DCMless10m_C","Gonyol",4042429
"2774","180205_Smp_L1C32DCMless20m_A","Gonyol",4938605
"2775","180205_Smp_L1C32DCMless20m_B","Gonyol",3198840
"2776","180205_Smp_L1C32DCMless20m_C","Gonyol",5671906
"2777","180205_Smp_L1C33DCM_A","Gonyol",2846380
"2778","180205_Smp_L1C33DCM_B","Gonyol",2984621
"2779","180205_Smp_L1C33DCM_C","Gonyol",2948558
"2780","180205_Smp_L1C33DCMplus10m_A","Gonyol",2766326
"2781","180205_Smp_L1C33DCMplus10m_B","Gonyol",1876001
"2782","180205_Smp_L1C33DCMplus10m_C","Gonyol",2354229
"2783","180205_Smp_L1C33DCMplus20m_A","Gonyol",1276702
"2784","180205_Smp_L1C33DCMplus20m_B","Gonyol",1059428
"2785","180205_Smp_L1C33DCMplus20m_C","Gonyol",1365514
"2786","180205_Smp_L2C1DCMless10m_A","Gonyol",1985525
"2787","180205_Smp_L2C1DCMless10m_B","Gonyol",2124757
"2788","180205_Smp_L2C1DCMless10m_C","Gonyol",1804327
"2789","180205_Smp_L2C1DCMless20m_A","Gonyol",4099912
"2790","180205_Smp_L2C1DCMless20m_B","Gonyol",2701088
"2791","180205_Smp_L2C1DCMless20m_C","Gonyol",2863634
"2792","180205_Smp_L2C2DCM_A","Gonyol",1679606
"2793","180205_Smp_L2C2DCM_B","Gonyol",1490868
"2794","180205_Smp_L2C2DCM_C","Gonyol",1738678
"2795","180205_Smp_L2C2DCMplus10m_A","Gonyol",1809584
"2796","180205_Smp_L2C2DCMplus10m_B","Gonyol",1537554
"2797","180205_Smp_L2C2DCMplus10m_C","Gonyol",2263130
"2798","180205_Smp_L2C2DCMplus20m_A","Gonyol",1484590
"2799","180205_Smp_L2C2DCMplus20m_B","Gonyol",740778
"2800","180205_Smp_L2C2DCMplus20m_C","Gonyol",1271199
"2801","180205_Poo_Sept29QC_1","Turicine",5294822
"2802","180205_Poo_Sept29QC_2","Turicine",4642019
"2803","180205_Poo_Sept29QC_3","Turicine",4698608
"2804","180205_Poo_Sept29QC_4","Turicine",4426510
"2805","180205_Poo_TruePoo_Full1","Turicine",5879047
"2806","180205_Poo_TruePoo_Full2","Turicine",5496102
"2807","180205_Poo_TruePoo_Full3","Turicine",5766729
"2808","180205_Poo_TruePoo_Half1","Turicine",2930256
"2809","180205_Poo_TruePoo_Half2","Turicine",2682898
"2810","180205_Poo_TruePoo_Half3","Turicine",2709094
"2811","180205_Smp_L1C32DCMless10m_A","Turicine",6693955
"2812","180205_Smp_L1C32DCMless10m_B","Turicine",7088665
"2813","180205_Smp_L1C32DCMless10m_C","Turicine",6705892
"2814","180205_Smp_L1C32DCMless20m_A","Turicine",7658534
"2815","180205_Smp_L1C32DCMless20m_B","Turicine",8007109
"2816","180205_Smp_L1C32DCMless20m_C","Turicine",11709256
"2817","180205_Smp_L1C33DCM_A","Turicine",6342128
"2818","180205_Smp_L1C33DCM_B","Turicine",8295838
"2819","180205_Smp_L1C33DCM_C","Turicine",5562749
"2820","180205_Smp_L1C33DCMplus10m_A","Turicine",4827437
"2821","180205_Smp_L1C33DCMplus10m_B","Turicine",4301620
"2822","180205_Smp_L1C33DCMplus10m_C","Turicine",6149020
"2823","180205_Smp_L1C33DCMplus20m_A","Turicine",3882225
"2824","180205_Smp_L1C33DCMplus20m_B","Turicine",3461498
"2825","180205_Smp_L1C33DCMplus20m_C","Turicine",3978033
"2826","180205_Smp_L2C1DCMless10m_A","Turicine",5546346
"2827","180205_Smp_L2C1DCMless10m_B","Turicine",5370656
"2828","180205_Smp_L2C1DCMless10m_C","Turicine",5396563
"2829","180205_Smp_L2C1DCMless20m_A","Turicine",5929890
"2830","180205_Smp_L2C1DCMless20m_B","Turicine",5261529
"2831","180205_Smp_L2C1DCMless20m_C","Turicine",4760080
"2832","180205_Smp_L2C2DCM_A","Turicine",4699870
"2833","180205_Smp_L2C2DCM_B","Turicine",6351495
"2834","180205_Smp_L2C2DCM_C","Turicine",5446923
"2835","180205_Smp_L2C2DCMplus10m_A","Turicine",4449536
"2836","180205_Smp_L2C2DCMplus10m_B","Turicine",3731939
"2837","180205_Smp_L2C2DCMplus10m_C","Turicine",5100345
"2838","180205_Smp_L2C2DCMplus20m_A","Turicine",3986412
"2839","180205_Smp_L2C2DCMplus20m_B","Turicine",4218740
"2840","180205_Smp_L2C2DCMplus20m_C","Turicine",3030524
"2841","180205_Poo_Sept29QC_1","Betonicine",5294822
"2842","180205_Poo_Sept29QC_2","Betonicine",4642019
"2843","180205_Poo_Sept29QC_3","Betonicine",4698608
"2844","180205_Poo_Sept29QC_4","Betonicine",4426510
"2845","180205_Poo_TruePoo_Full1","Betonicine",5879047
"2846","180205_Poo_TruePoo_Full2","Betonicine",5496102
"2847","180205_Poo_TruePoo_Full3","Betonicine",5766729
"2848","180205_Poo_TruePoo_Half1","Betonicine",2930256
"2849","180205_Poo_TruePoo_Half2","Betonicine",2682898
"2850","180205_Poo_TruePoo_Half3","Betonicine",2709094
"2851","180205_Smp_L1C32DCMless10m_A","Betonicine",6693955
"2852","180205_Smp_L1C32DCMless10m_B","Betonicine",7088665
"2853","180205_Smp_L1C32DCMless10m_C","Betonicine",6705892
"2854","180205_Smp_L1C32DCMless20m_A","Betonicine",7658534
"2855","180205_Smp_L1C32DCMless20m_B","Betonicine",8007109
"2856","180205_Smp_L1C32DCMless20m_C","Betonicine",11709256
"2857","180205_Smp_L1C33DCM_A","Betonicine",6342128
"2858","180205_Smp_L1C33DCM_B","Betonicine",8295838
"2859","180205_Smp_L1C33DCM_C","Betonicine",5562749
"2860","180205_Smp_L1C33DCMplus10m_A","Betonicine",4827437
"2861","180205_Smp_L1C33DCMplus10m_B","Betonicine",4301620
"2862","180205_Smp_L1C33DCMplus10m_C","Betonicine",6149020
"2863","180205_Smp_L1C33DCMplus20m_A","Betonicine",3882225
"2864","180205_Smp_L1C33DCMplus20m_B","Betonicine",3461498
"2865","180205_Smp_L1C33DCMplus20m_C","Betonicine",3978033
"2866","180205_Smp_L2C1DCMless10m_A","Betonicine",5546346
"2867","180205_Smp_L2C1DCMless10m_B","Betonicine",5370656
"2868","180205_Smp_L2C1DCMless10m_C","Betonicine",5396563
"2869","180205_Smp_L2C1DCMless20m_A","Betonicine",5929890
"2870","180205_Smp_L2C1DCMless20m_B","Betonicine",5261529
"2871","180205_Smp_L2C1DCMless20m_C","Betonicine",4760080
"2872","180205_Smp_L2C2DCM_A","Betonicine",4699870
"2873","180205_Smp_L2C2DCM_B","Betonicine",6351495
"2874","180205_Smp_L2C2DCM_C","Betonicine",5446923
"2875","180205_Smp_L2C2DCMplus10m_A","Betonicine",4449536
"2876","180205_Smp_L2C2DCMplus10m_B","Betonicine",3731939
"2877","180205_Smp_L2C2DCMplus10m_C","Betonicine",5100345
"2878","180205_Smp_L2C2DCMplus20m_A","Betonicine",3986412
"2879","180205_Smp_L2C2DCMplus20m_B","Betonicine",4218740
"2880","180205_Smp_L2C2DCMplus20m_C","Betonicine",3030524
"2881","180205_Poo_Sept29QC_1","Arsenobetaine",921182
"2882","180205_Poo_Sept29QC_2","Arsenobetaine",823981
"2883","180205_Poo_Sept29QC_3","Arsenobetaine",763126
"2884","180205_Poo_Sept29QC_4","Arsenobetaine",812263
"2885","180205_Poo_TruePoo_Full1","Arsenobetaine",4155622
"2886","180205_Poo_TruePoo_Full2","Arsenobetaine",3689018
"2887","180205_Poo_TruePoo_Full3","Arsenobetaine",3824194
"2888","180205_Poo_TruePoo_Half1","Arsenobetaine",2171661
"2889","180205_Poo_TruePoo_Half2","Arsenobetaine",1849126
"2890","180205_Poo_TruePoo_Half3","Arsenobetaine",1878046
"2891","180205_Smp_L1C32DCMless10m_A","Arsenobetaine",1071623
"2892","180205_Smp_L1C32DCMless10m_B","Arsenobetaine",1044752
"2893","180205_Smp_L1C32DCMless10m_C","Arsenobetaine",1183241
"2894","180205_Smp_L1C32DCMless20m_A","Arsenobetaine",1063360
"2895","180205_Smp_L1C32DCMless20m_B","Arsenobetaine",1710418
"2896","180205_Smp_L1C32DCMless20m_C","Arsenobetaine",1229880
"2897","180205_Smp_L1C33DCM_A","Arsenobetaine",1114749
"2898","180205_Smp_L1C33DCM_B","Arsenobetaine",1703009
"2899","180205_Smp_L1C33DCM_C","Arsenobetaine",952105
"2900","180205_Smp_L1C33DCMplus10m_A","Arsenobetaine",1774007
"2901","180205_Smp_L1C33DCMplus10m_B","Arsenobetaine",1883090
"2902","180205_Smp_L1C33DCMplus10m_C","Arsenobetaine",1797255
"2903","180205_Smp_L1C33DCMplus20m_A","Arsenobetaine",2443580
"2904","180205_Smp_L1C33DCMplus20m_B","Arsenobetaine",2746154
"2905","180205_Smp_L1C33DCMplus20m_C","Arsenobetaine",2891698
"2906","180205_Smp_L2C1DCMless10m_A","Arsenobetaine",4281915
"2907","180205_Smp_L2C1DCMless10m_B","Arsenobetaine",4348769
"2908","180205_Smp_L2C1DCMless10m_C","Arsenobetaine",4002115
"2909","180205_Smp_L2C1DCMless20m_A","Arsenobetaine",3635248
"2910","180205_Smp_L2C1DCMless20m_B","Arsenobetaine",3698823
"2911","180205_Smp_L2C1DCMless20m_C","Arsenobetaine",3027870
"2912","180205_Smp_L2C2DCM_A","Arsenobetaine",6368932
"2913","180205_Smp_L2C2DCM_B","Arsenobetaine",7666987
"2914","180205_Smp_L2C2DCM_C","Arsenobetaine",6215634
"2915","180205_Smp_L2C2DCMplus10m_A","Arsenobetaine",8526493
"2916","180205_Smp_L2C2DCMplus10m_B","Arsenobetaine",8334068
"2917","180205_Smp_L2C2DCMplus10m_C","Arsenobetaine",8183904
"2918","180205_Smp_L2C2DCMplus20m_A","Arsenobetaine",9019532
"2919","180205_Smp_L2C2DCMplus20m_B","Arsenobetaine",8320483
"2920","180205_Smp_L2C2DCMplus20m_C","Arsenobetaine",6554930
"2921","180205_Poo_Sept29QC_1","Hydroxyisoleucine",3292276
"2922","180205_Poo_Sept29QC_2","Hydroxyisoleucine",2832713
"2923","180205_Poo_Sept29QC_3","Hydroxyisoleucine",3017542
"2924","180205_Poo_Sept29QC_4","Hydroxyisoleucine",2773384
"2925","180205_Poo_TruePoo_Full1","Hydroxyisoleucine",5138283
"2926","180205_Poo_TruePoo_Full2","Hydroxyisoleucine",5025305
"2927","180205_Poo_TruePoo_Full3","Hydroxyisoleucine",4991009
"2928","180205_Poo_TruePoo_Half1","Hydroxyisoleucine",2897529
"2929","180205_Poo_TruePoo_Half2","Hydroxyisoleucine",2534310
"2930","180205_Poo_TruePoo_Half3","Hydroxyisoleucine",2382785
"2931","180205_Smp_L1C32DCMless10m_A","Hydroxyisoleucine",5932243
"2932","180205_Smp_L1C32DCMless10m_B","Hydroxyisoleucine",5570207
"2933","180205_Smp_L1C32DCMless10m_C","Hydroxyisoleucine",6559642
"2934","180205_Smp_L1C32DCMless20m_A","Hydroxyisoleucine",5576113
"2935","180205_Smp_L1C32DCMless20m_B","Hydroxyisoleucine",6789121
"2936","180205_Smp_L1C32DCMless20m_C","Hydroxyisoleucine",7686238
"2937","180205_Smp_L1C33DCM_A","Hydroxyisoleucine",5661608
"2938","180205_Smp_L1C33DCM_B","Hydroxyisoleucine",7096288
"2939","180205_Smp_L1C33DCM_C","Hydroxyisoleucine",5497405
"2940","180205_Smp_L1C33DCMplus10m_A","Hydroxyisoleucine",4773842
"2941","180205_Smp_L1C33DCMplus10m_B","Hydroxyisoleucine",5344109
"2942","180205_Smp_L1C33DCMplus10m_C","Hydroxyisoleucine",5583247
"2943","180205_Smp_L1C33DCMplus20m_A","Hydroxyisoleucine",3920812
"2944","180205_Smp_L1C33DCMplus20m_B","Hydroxyisoleucine",3573105
"2945","180205_Smp_L1C33DCMplus20m_C","Hydroxyisoleucine",3885589
"2946","180205_Smp_L2C1DCMless10m_A","Hydroxyisoleucine",5284523
"2947","180205_Smp_L2C1DCMless10m_B","Hydroxyisoleucine",5755099
"2948","180205_Smp_L2C1DCMless10m_C","Hydroxyisoleucine",5545134
"2949","180205_Smp_L2C1DCMless20m_A","Hydroxyisoleucine",5962903
"2950","180205_Smp_L2C1DCMless20m_B","Hydroxyisoleucine",5532015
"2951","180205_Smp_L2C1DCMless20m_C","Hydroxyisoleucine",4538953
"2952","180205_Smp_L2C2DCM_A","Hydroxyisoleucine",4821311
"2953","180205_Smp_L2C2DCM_B","Hydroxyisoleucine",5829297
"2954","180205_Smp_L2C2DCM_C","Hydroxyisoleucine",5768047
"2955","180205_Smp_L2C2DCMplus10m_A","Hydroxyisoleucine",4850411
"2956","180205_Smp_L2C2DCMplus10m_B","Hydroxyisoleucine",4724990
"2957","180205_Smp_L2C2DCMplus10m_C","Hydroxyisoleucine",5037522
"2958","180205_Smp_L2C2DCMplus20m_A","Hydroxyisoleucine",4164431
"2959","180205_Smp_L2C2DCMplus20m_B","Hydroxyisoleucine",3788782
